,,,,,,,,,,,,,十かへりの花,ちとりつか,松のしるし,牛窪連春興,冬のひかり,笠塚百回忌,鷹の石ふみ,旅の日数,麻刈集,落梅花,みちのかけ,花つか集,この供養,松葉塚,五東斎木朶,たまかつら,昔合集,勧進帖,月次撰句集,橋日記,志ら梅,寛政守武祠句集,東境連句会,花鳥楽事,あがたの三月よつき,萩の露,歳旦,春興,寉芝集,馬江連春興,元除春遊,時雨会,青むしろ,秋風紀行,雪月文事　,東境連句会,東境連句会,雛さうし,此君集,無量佛,東境連句会,はつそら,梅花帖,霜のかね,蘿蔓集,蓑虫集,きさらき集,楫枕,あさひらき,趙鳧龍城下歳旦,白蓮華,蓼廻穂,小菊原,藁つと,歳晩集,きねうた,侘草紙,としのやと,煎豆集,ひしのはな,力草,鶯囀梅　,桃桜,しまめぐり,花おし,酔月集,文章観友録,文音録,秋の調,すしかひ,いたびさし,心のたま,銀河,むしの声,川音に,正月は,あはれさは,むつかしき,花御師,万歳や,発句点合巻,つくろはぬ,竜の登　,俳諧西歌仙,はいかい壱軸,奉納八橋山俳諧一軸,四海句双紙,無量品,竹うゑて,月南美,木朶交友録,諸国人名録(B),空は,すかのおかさ,たかむしろ,あとのともし,雁の空,夏古毛利,むかしいま,はつね集,酔月亭夜話,月次五題,伊農太傳,見なれし,月次集,花のこだま,草の名集,種くり,悉金声,牛地紀行,弥生日記,水底の,さみたれ,枇杷の実,安居鐘,五百機集,つきなみ集,あさぢ酒,蘆陰集,飛濃紀佳散,蘆の一もと,十かへり,その葉さへ,花済集,燕岡集,うまのはなむけ,楽しみ草,蝉茸集,狂俳冠句壱編,藪にはとり集,湯のかたみ,和漢俳諧集,ことはくつ,はつ夢,鶴のかしら,諸国人名録(A),はるの霜,むくけかき,こひし笛,苔しみづ,すきそめ集,豆の葉集,鏡魚集,みづおと,保具留万集,はつ雁集,くにまたぎ,秋草集,桐生記行,かりざしき,ちまちだ集,もち花集,竹春集,ほそぬの集,ひとつ鷺 ,俳諧まくら紙集,牛窪集,蓬宇人名録,なゝころび,酒餅集,口綱集,俳諧金色集,まつかさ集,円満集,はなぬす人,俳諧こぼれ炭集,卜晴集,一往集,嘉永人名録,大小発句合,朝かほ,大鶴庵卯選集　,唯うつむいて,椎芝集
蟷螂,牟呂,豊橋市牟呂町,,,,,"享和元年,1801",,,牟呂史より,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋夢,本町,豊橋市新本町,高須久大夫,,,蓬宇,,"明治11年,1878",,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古陶(古董),本町,豊橋市新本町,佐野権右衛門,商人,饅頭屋,卓池,"文化元年,1804","天保11年,1840",,蓬宇の父,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,〇,,,,〇,,〇,〇,〇,,〇,〇,〇,,,,,,,,,,,〇,,,,,〇,,,,,,,,,〇,,,〇,,〇,,,〇,,,,〇,,,〇,〇,〇,〇,,〇,,〇,,,,,,〇,,,,,,,,,,,,,,,,,,,,,
葛尼,本町,豊橋市新本町,,商人,油屋,卓池,"文化元年,1804",,,,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,〇,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,〇,,〇,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守中,本町,豊橋市新本町,岩田屋次郎吉,,,卓池,"文化11年,1814",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,〇,,,,〇,〇,,,,,,,,,〇,,〇,〇,,〇,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蓬宇(蓬雨),本町,豊橋市新本町,"佐野草介,百花園",商人,饅頭屋,卓池,"寛政11年,1799","明治28年,1895",87,吉田俳諧の中心人物、14歳で卓池入門、文政13年までは蓬雨,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,36,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,〇,,,,〇,〇,,,,,,,,〇,〇,,〇,〇,,〇,,,,,,,〇,,〇,〇,〇,〇,〇,,〇,,〇,〇,〇,〇,〇,,〇,〇,,,〇,,〇,〇,,〇,〇,〇,〇,〇,〇,〇,〇,,,,〇,
松似,本町,豊橋市新本町,山本庄次,商人,綿屋,卓池,"文政12年,1829",,,,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,〇,〇,,〇,,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛雪,本町,豊橋市新本町,"内藤源蔵,九文字屋",商人,金物商,卓池,"天保7年,1836","明治18年,1885",,,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,〇,,,,,,,,,,,〇,,,,,
東鶏,本町,豊橋市新本町,東国屋,,,卓池,"天保年間,<1844",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魯石,呉服町,豊橋市呉服町,"木村正芳,渓雲亭",商人,商人,木朶,"寛政5年,1793","文化11年,1814",63,木朶の有力門人,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,9,,,,,,,,,,,,,,〇,〇,,,,〇,,〇,〇,,,,,,,,,〇,,,,,,,,,,,,,〇,,,,〇,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可笑,岩崎,豊橋市岩崎町,,,,,"享和2年,1802",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,
近思,岩崎,豊橋市岩崎町,,,,,,,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,
價恵,上伝馬町,豊橋市上伝馬町,夏目十蔵,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,〇,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桑眉,上伝馬町,豊橋市上伝馬町,阿波屋,,,卓池,"文政7年,1824",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,〇,,〇,〇,,〇,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一守,上伝馬町,豊橋市上伝馬町,夏目寶作,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三岳,下り町,豊橋市花園町,"鈴木与兵衛,椎廻屋",醸造業,味噌醸造業,卓池,"文化元年,1804","安政元年,1854",63,渡辺崋山に俳画を学ぶ,https:/omo-shiroki.jp/azumagarasu/images/jyozo.jpg,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,〇,,,,,,〇,〇,,,〇,,,,,,,,,,,,,〇,,〇,,〇,〇,,〇,,,,〇,,,〇,,〇,〇,,〇,,,,,,,〇,,〇,〇,〇,,〇,〇,〇,,〇,〇,〇,〇,〇,,〇,〇,,,,〇,,〇,,〇,〇,〇,〇,〇,,〇,〇,,,,,
千秋,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雀子,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三勢,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可雀,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
義瀬,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
造酒,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乕遊,牛川,豊橋市牛川町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可候,田町,豊橋市湊町,権平,商人,煙草屋,卓池,"寛政元年,1789",,,,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,2,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桂甫,田町,豊橋市湊町,浅井庄左衛門,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,〇,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,
規外,八丁曲尺手門,豊橋市曲尺手町,水野省三郎,藩士,吉田藩士,卓池,"文政7年,1824",,,,https:/omo-shiroki.jp/azumagarasu/images/hanshi.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,〇,,,,,,,,
吹角(苔坪),八丁曲尺手門,豊橋市曲尺手町,丑田為吉,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,〇,,〇,,,〇,,,,,
赤守(水竹),西町,豊橋市松葉町,"福谷世黄,藤左衛門",商人,油屋,卓池,"文化元年,1804","嘉永3年,1850",64,佐野逢宇の父、浄土寺に葬られる,https:/omo-shiroki.jp/azumagarasu/images/shonin.jpg,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,〇,,,,,,,,,,,,,,〇,,,,,,〇,〇,〇,,〇,〇,〇,,,〇,,,,,,,〇,〇,,〇,〇,〇,〇,,〇,〇,〇,,〇,,〇,〇,,〇,〇,,〇,〇,〇,,,,,〇,,〇,〇,〇,〇,〇,〇,〇,,〇,,〇,〇,〇,,〇,〇,,,〇,〇,,〇,〇,〇,〇,,〇,〇,〇,〇,,,,,〇,
寛備,竜拈寺横町,豊橋市新吉町,安形大隅,,,卓池,"文政7年,1824",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,〇,,,,,,,,,,
月杵,油屋横町,豊橋市花田町,杵屋佐助,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,〇,,,,,,,,,,
弟梧,新町,豊橋市東新町,服部源助,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,
挙岱,新町,豊橋市東新町,山本清兵衛,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
石采(石菜),暮川村,豊橋市牛田町折目,"鈴木友吉,巴屋",,,卓池,"文化11年,1814",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,〇,〇,,,,,,,,,〇,,,〇,,,,,,,,,〇,,,〇,〇,,〇,,〇,,〇,,,,,,,,,,,〇,,,,,〇,〇,,〇,,〇,,,,,,
漣彦,暮川村,豊橋市牛田町折目,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文鯉,暮川村,豊橋市牛田町折目,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,〇,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋山,下五井,豊橋市下五井町,,,,,"天保3年,1832",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番蝶,下五井,豊橋市下五井町,,,,,"天保3年,1832",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可硎,下五井,豊橋市下五井町,,,,,"天保3年,1832",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凍河,上ノ山,豊橋市雲谷町上ノ山,幸十,,,卓池,"文政初期,<1820",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,〇,,,,,,,,,,
甫石,三本木,豊橋市三本木町,,,,,"文化13年,1816",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松月,大脇,豊橋市大脇町,,,,卓池,"文化13年,1816",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
砥水,高井,豊橋市石巻本町城之内,,,,,,,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可楽(女),下地,豊橋市下地町,,,,,"天保3年,1832",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李成,下地,豊橋市下地町,山本彦七,,,木朶,"寛政5年,1793","文化元年,1804",,木朶の友人、不掃園連,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,3,,,,,,,,,,,,,,〇,〇,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚊丈,下地,豊橋市下地町,"山下氏,青塔居",神官,神官,卓池,"文政7年,1824","明治14年,1881",62,,https:/omo-shiroki.jp/azumagarasu/images/shinkan.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,〇,,,〇,,,,,
亀流,下地,豊橋市下地町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
般雨,下地,豊橋市下地町,"山下幸八,連嵐亭",,,,"文化14年,1817",,,般の上は竹冠,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葭南,下地,豊橋市下地町,,,,,"文化14年,1817",,,,https://omo-shiroki.jp/azumagarasu/images/hatena.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
